state_name,total_test,total_case,total_death,total_hosp,category,raw,strata_type,data_type
Delaware,42458,7869,297,NA,NA,NA,race,hosp
Florida,677710,45208,1997,NA,AI/AN,0,race,hosp
Florida,677710,45208,1997,NA,ASIAN,0,race,hosp
Florida,677710,45208,1997,NA,BLACK,2201,race,hosp
Florida,677710,45208,1997,NA,MULTI,0,race,hosp
Florida,677710,45208,1997,NA,WHITE,5039,race,hosp
Florida,677710,45208,1997,NA,"NA",1064,race,hosp
Georgia,NA,38283,1649,6992,NA,NA,race,hosp
Hawaii,45023,640,17,82,NA,NA,race,hosp
Idaho,37847,2455,74,213,NA,NA,race,hosp
Illinois,603241,96485,4234,NA,NA,NA,race,hosp
Indiana,183912,28255,1621,NA,NA,NA,race,hosp
Iowa,106427,15206,367,NA,NA,NA,race,hosp
Kansas,66882,8340,173,740,AI/AN,5,race,hosp
Kansas,66882,8340,173,740,ASIAN,25,race,hosp
Kansas,66882,8340,173,740,BLACK,161,race,hosp
Kansas,66882,8340,173,740,WHITE,476,race,hosp
Kansas,66882,8340,173,740,"NA",73,race,hosp
Kentucky,145238,7935,346,1514,NA,NA,race,hosp
Louisiana,269748,34709,2440,NA,NA,NA,race,hosp
Maine,NA,1713,71,223,NA,NA,race,hosp
Maryland,201506,39762,1903,7086,NA,NA,race,hosp
Massachusetts,460826,86010,5797,8481,NH ASIAN,231,race,hosp
Massachusetts,460826,86010,5797,8481,NH BLACK,820,race,hosp
Massachusetts,460826,86010,5797,8481,NH WHITE,3160,race,hosp
Massachusetts,460826,86010,5797,8481,"NA",4328,race,hosp
Michigan,424998,51915,4915,NA,NA,NA,race,hosp
Minnesota,NA,16372,731,1397,NA,NA,race,hosp
Mississippi,NA,11432,528,NA,NA,NA,race,hosp
Missouri,154110,10945,605,NA,NA,NA,race,hosp
Montana,NA,470,16,64,NA,NA,race,hosp
Nebraska,70147,10625,124,595,NA,NA,race,hosp
Nevada,81832,6906,2672,NA,NA,NA,race,hosp
New Hampshire,NA,3160,1231,318,AI/AN,0,race,hosp
New Hampshire,NA,3160,1231,318,ASIAN,10,race,hosp
New Hampshire,NA,3160,1231,318,BLACK,13,race,hosp
New Hampshire,NA,3160,1231,318,MULTI,0,race,hosp
New Hampshire,NA,3160,1231,318,WHITE,220,race,hosp
New Hampshire,NA,3160,1231,318,"NA",8,race,hosp
New Jersey,NA,148039,10435,15149,NA,NA,race,hosp
New Mexico,137620,6096,270,886,NA,NA,race,hosp
New York,1439557,351371,22729,NA,NA,NA,race,hosp
North Carolina,255755,19023,661,511,NA,NA,race,hosp
North Dakota,56561,1931,44,133,NA,NA,race,hosp
Ohio,NA,28454,1657,4998,NA,NA,race,hosp
Oklahoma,NA,5398,288,NA,NA,NA,race,hosp
Oregon,97232,3687,138,708,NA,NA,race,hosp
Pennsylvania,340609,63056,4505,1882,NA,NA,race,hosp
Rhode Island,115384,12795,506,1438,NH BLACK,92,race,hosp
Rhode Island,115384,12795,506,1438,NH MULTI,0,race,hosp
Rhode Island,115384,12795,506,1438,NH WHITE,330,race,hosp
Rhode Island,115384,12795,506,1438,"NA",666,race,hosp
South Carolina,131559,8942,NA,NA,NA,NA,race,hosp
South Dakota,29045,4027,44,316,NA,NA,race,hosp
Tennessee,337428,18011,301,NA,NA,NA,race,hosp
Texas,723013,48693,1347,NA,NA,NA,race,hosp
Utah,174022,7384,80,595,AI/AN,29,race,hosp
Utah,174022,7384,80,595,ASIAN,12,race,hosp
Utah,174022,7384,80,595,BLACK,19,race,hosp
Utah,174022,7384,80,595,NH WHITE,271,race,hosp
Utah,174022,7384,80,595,"NA",317,race,hosp
Vermont,23825,940,54,NA,NA,NA,race,hosp
Virginia,NA,31140,1014,3822,BLACK,921,race,hosp
Virginia,NA,31140,1014,3822,WHITE,1518,race,hosp
Virginia,NA,31140,1014,3822,"NA",1383,race,hosp
Washington,289135,18611,NA,NA,NA,NA,race,hosp
West Virginia,77760,1502,68,NA,NA,NA,race,hosp
Wisconsin,157189,12687,459,2068,NA,NA,race,hosp
Wyoming,17661,577,10,NA,NA,NA,race,hosp
Alabama,NA,12302,494,1432,NA,NA,sex,hosp
Alaska,35611,399,10,43,FEMALE,17,sex,hosp
Alaska,35611,399,10,43,MALE,26,sex,hosp
Alaska,35611,399,10,43,UNKNOWN/OTHER,0,sex,hosp
Arizona,212784,14170,686,1717,FEMALE,811,sex,hosp
Arizona,212784,14170,686,1717,MALE,906,sex,hosp
Arizona,212784,14170,686,1717,UNKNOWN/OTHER,0,sex,hosp
Arkansas,99173,4813,100,535,NA,NA,sex,hosp
California,NA,80430,3216,NA,NA,NA,sex,hosp
Colorado,NA,20028,975,3275,NA,NA,sex,hosp
Connecticut,177679,38116,3449,NA,NA,NA,sex,hosp
Delaware,42458,7869,297,NA,NA,NA,sex,hosp
Florida,677710,45208,1997,NA,NA,NA,sex,hosp
Georgia,NA,38283,1649,6992,NA,NA,sex,hosp
Hawaii,45023,640,17,82,NA,NA,sex,hosp
Idaho,37847,2455,74,213,NA,NA,sex,hosp
Illinois,603241,96485,4234,NA,NA,NA,sex,hosp
Indiana,183912,28255,1621,NA,NA,NA,sex,hosp
Iowa,106427,15206,367,NA,NA,NA,sex,hosp
Kansas,66882,8340,173,740,NA,NA,sex,hosp
Kentucky,145238,7935,346,1514,FEMALE,863,sex,hosp
Kentucky,145238,7935,346,1514,MALE,648,sex,hosp
Kentucky,145238,7935,346,1514,UNKNOWN/OTHER,3,sex,hosp
Louisiana,269748,34709,2440,NA,NA,NA,sex,hosp
Maine,NA,1713,71,223,NA,NA,sex,hosp
Maryland,201506,39762,1903,7086,NA,NA,sex,hosp
Massachusetts,460826,86010,5797,8481,NA,NA,sex,hosp
Michigan,424998,51915,4915,NA,NA,NA,sex,hosp
Minnesota,NA,16372,731,1397,NA,NA,sex,hosp
Mississippi,NA,11432,528,NA,NA,NA,sex,hosp
Missouri,154110,10945,605,NA,NA,NA,sex,hosp
Montana,NA,470,16,64,NA,NA,sex,hosp
Nebraska,70147,10625,124,595,NA,NA,sex,hosp
Nevada,81832,6906,2672,NA,NA,NA,sex,hosp
New Hampshire,NA,3160,1231,318,FEMALE,127,sex,hosp
New Hampshire,NA,3160,1231,318,MALE,191,sex,hosp
New Hampshire,NA,3160,1231,318,UNKNOWN/OTHER,0,sex,hosp
New Jersey,NA,148039,10435,15149,NA,NA,sex,hosp
New Mexico,137620,6096,270,886,NA,NA,sex,hosp
New York,1439557,351371,22729,NA,NA,NA,sex,hosp
North Carolina,255755,19023,661,511,NA,NA,sex,hosp
North Dakota,56561,1931,44,133,NA,NA,sex,hosp
Ohio,NA,28454,1657,4998,FEMALE,2332,sex,hosp
Ohio,NA,28454,1657,4998,MALE,2658,sex,hosp
Ohio,NA,28454,1657,4998,UNKNOWN/OTHER,8,sex,hosp
Oklahoma,NA,5398,288,NA,NA,NA,sex,hosp
Oregon,97232,3687,138,708,NA,NA,sex,hosp
Pennsylvania,340609,63056,4505,1882,NA,NA,sex,hosp
Rhode Island,115384,12795,506,1438,FEMALE,475,sex,hosp
Rhode Island,115384,12795,506,1438,MALE,607,sex,hosp
Rhode Island,115384,12795,506,1438,PENDING,7,sex,hosp
South Carolina,131559,8942,NA,NA,NA,NA,sex,hosp
South Dakota,29045,4027,44,316,NA,NA,sex,hosp
Tennessee,337428,18011,301,NA,NA,NA,sex,hosp
Texas,723013,48693,1347,NA,NA,NA,sex,hosp
Utah,174022,7384,80,595,NA,NA,sex,hosp
Vermont,23825,940,54,NA,NA,NA,sex,hosp
Virginia,NA,31140,1014,3822,FEMALE,1738,sex,hosp
Virginia,NA,31140,1014,3822,MALE,2076,sex,hosp
Virginia,NA,31140,1014,3822,UNKNOWN/OTHER,8,sex,hosp
Washington,289135,18611,NA,NA,NA,NA,sex,hosp
West Virginia,77760,1502,68,NA,NA,NA,sex,hosp
Wisconsin,157189,12687,459,2068,NA,NA,sex,hosp
Wyoming,17661,577,10,NA,NA,NA,sex,hosp
